packet_size,packet_rate,protocol,label
126,3,3,normal
86,19,4,icmp_flood
120,55,4,icmp_flood
81,43,3,scan
123,82,3,scan
438,45,3,normal
1792,9,3,normal
167,61,2,scan
1070,46,2,normal
3069,269,1,dos
3982,221,2,dos
115,41,4,icmp_flood
82,73,4,icmp_flood
76,48,2,scan
122,83,2,scan
201,14,2,normal
97,2,3,normal
4311,41,1,normal
98,27,4,icmp_flood
3763,197,3,dos
95,17,4,icmp_flood
718,24,2,normal
79,78,4,icmp_flood
82,11,4,icmp_flood
4232,254,3,dos
1512,153,3,dos
2912,160,2,dos
117,12,4,icmp_flood
86,35,4,icmp_flood
101,44,4,icmp_flood
114,68,3,scan
94,65,4,icmp_flood
408,41,2,normal
108,46,4,icmp_flood
55,91,1,scan
116,57,4,icmp_flood
94,23,4,icmp_flood
915,5,3,normal
97,27,4,icmp_flood
95,41,4,icmp_flood
92,44,4,icmp_flood
72,40,3,scan
74,20,4,icmp_flood
100,37,4,icmp_flood
154,79,2,scan
4521,222,2,dos
74,41,3,scan
3492,110,1,dos
103,70,4,icmp_flood
152,94,2,scan
115,45,4,icmp_flood
1871,231,1,dos
466,35,2,normal
84,31,4,icmp_flood
120,61,4,icmp_flood
105,64,4,icmp_flood
154,58,3,scan
3045,7,2,normal
106,73,4,icmp_flood
77,11,4,icmp_flood
86,59,4,icmp_flood
110,61,3,scan
2126,105,2,dos
98,42,4,icmp_flood
3374,142,2,dos
1865,13,2,normal
524,12,3,normal
975,7,2,normal
41,54,3,scan
872,5,3,normal
3881,109,1,dos
106,80,4,icmp_flood
66,80,1,scan
107,70,4,icmp_flood
3493,214,3,dos
96,27,3,normal
85,75,1,scan
282,19,1,normal
107,45,4,icmp_flood
3280,184,2,dos
43,71,1,scan
1309,27,1,normal
102,49,3,scan
187,41,3,scan
960,6,3,normal
121,66,1,scan
3905,212,2,dos
185,87,2,scan
2321,211,1,dos
183,70,2,scan
91,17,3,normal
186,52,2,scan
149,43,1,scan
104,44,4,icmp_flood
4086,132,2,dos
93,36,4,icmp_flood
55,83,3,scan
95,42,4,icmp_flood
88,53,2,scan
230,10,1,normal
248,11,3,normal
97,35,4,icmp_flood
3936,187,3,dos
283,30,3,normal
177,45,2,scan
80,58,4,icmp_flood
118,19,4,icmp_flood
178,61,1,scan
278,21,1,normal
184,88,3,scan
93,47,4,icmp_flood
162,52,3,scan
97,20,4,icmp_flood
1232,53,2,normal
63,44,1,scan
101,41,4,icmp_flood
112,21,4,icmp_flood
96,95,1,scan
4493,19,3,normal
95,77,4,icmp_flood
184,42,3,scan
4641,225,3,dos
139,72,1,scan
4206,277,2,dos
112,36,4,icmp_flood
115,75,4,icmp_flood
1022,9,3,normal
93,18,4,icmp_flood
96,5,1,normal
106,24,4,icmp_flood
82,59,4,icmp_flood
92,30,4,icmp_flood
137,30,3,normal
111,25,4,icmp_flood
196,68,1,scan
83,13,4,icmp_flood
3786,297,3,dos
184,79,2,scan
95,15,4,icmp_flood
2498,168,1,dos
200,48,1,scan
816,22,3,normal
74,31,4,icmp_flood
197,4,1,normal
92,65,4,icmp_flood
182,90,3,scan
4727,128,3,dos
3335,15,2,normal
1731,255,2,dos
4001,258,2,dos
82,19,4,icmp_flood
1780,167,2,dos
51,87,2,scan
103,18,3,normal
1742,282,1,dos
75,71,3,scan
58,90,2,scan
1025,29,3,normal
95,91,1,scan
4428,192,2,dos
1072,31,1,normal
338,12,2,normal
111,40,1,scan
82,62,4,icmp_flood
3795,215,1,dos
57,62,1,scan
4010,287,1,dos
504,25,1,normal
3767,46,2,normal
1026,11,2,normal
100,27,4,icmp_flood
3126,127,3,dos
1165,6,3,normal
3684,261,1,dos
109,74,4,icmp_flood
4549,177,2,dos
4695,54,3,normal
47,45,2,scan
109,98,2,scan
4630,244,2,dos
1892,193,2,dos
148,93,1,scan
112,36,4,icmp_flood
41,70,1,scan
1444,292,2,dos
836,24,1,normal
290,1,1,normal
128,79,3,scan
463,45,2,normal
200,74,3,scan
75,56,4,icmp_flood
95,58,4,icmp_flood
3720,278,3,dos
4525,45,1,normal
91,78,2,scan
84,45,4,icmp_flood
910,47,3,normal
115,69,4,icmp_flood
444,45,3,normal
158,78,3,scan
96,67,4,icmp_flood
2186,243,2,dos
2282,140,3,dos
87,66,4,icmp_flood
80,53,4,icmp_flood
183,85,2,scan
3884,202,1,dos
118,77,4,icmp_flood
63,88,3,scan
128,48,3,scan
3177,7,2,normal
4834,38,3,normal
74,99,1,scan
4545,158,3,dos
78,68,4,icmp_flood
997,45,3,normal
4297,158,1,dos
92,16,4,icmp_flood
776,31,1,normal
70,30,1,normal
2833,260,3,dos
3767,292,2,dos
125,86,2,scan
53,79,3,scan
62,48,1,scan
2384,293,2,dos
309,8,1,normal
181,62,3,scan
4501,126,1,dos
609,1,2,normal
2265,141,2,dos
4608,6,2,normal
86,44,4,icmp_flood
1244,263,1,dos
156,64,3,scan
227,12,3,normal
140,98,2,scan
125,89,2,scan
122,66,1,scan
203,6,2,normal
89,18,4,icmp_flood
2276,274,1,dos
102,19,3,normal
187,50,3,scan
76,31,4,icmp_flood
83,50,2,scan
41,51,1,scan
136,73,1,scan
88,32,4,icmp_flood
101,39,4,icmp_flood
2147,205,1,dos
199,96,2,scan
3262,44,2,normal
99,74,1,scan
2427,37,3,normal
4759,226,1,dos
83,11,4,icmp_flood
2712,59,1,normal
3461,230,1,dos
2350,218,3,dos
77,89,1,scan
95,16,4,icmp_flood
104,56,4,icmp_flood
74,49,4,icmp_flood
99,21,4,icmp_flood
85,24,4,icmp_flood
4496,109,1,dos
294,24,3,normal
76,85,2,scan
82,73,4,icmp_flood
106,35,4,icmp_flood
89,41,4,icmp_flood
91,12,4,icmp_flood
1007,2,3,normal
154,16,2,normal
99,54,4,icmp_flood
950,13,2,normal
3463,298,3,dos
102,11,4,icmp_flood
110,20,4,icmp_flood
66,19,2,normal
272,9,2,normal
181,61,1,scan
4586,55,3,normal
418,15,3,normal
814,46,2,normal
63,47,2,scan
97,65,4,icmp_flood
285,29,1,normal
212,22,3,normal
3669,226,1,dos
2119,277,1,dos
100,69,4,icmp_flood
156,11,2,normal
62,59,1,scan
88,31,4,icmp_flood
97,43,3,scan
131,73,3,scan
4590,285,1,dos
85,86,1,scan
75,67,4,icmp_flood
1780,191,2,dos
115,48,4,icmp_flood
120,35,4,icmp_flood
115,23,4,icmp_flood
133,94,3,scan
2964,230,2,dos
150,86,3,scan
142,48,2,scan
126,1,3,normal
109,36,4,icmp_flood
44,85,3,scan
4489,231,2,dos
106,89,2,scan
877,28,3,normal
97,93,2,scan
201,1,2,normal
272,6,2,normal
139,57,3,scan
1899,260,3,dos
1593,23,2,normal
199,78,3,scan
106,47,4,icmp_flood
275,22,2,normal
74,62,2,scan
117,22,4,icmp_flood
2568,256,2,dos
91,54,4,icmp_flood
2428,203,2,dos
103,65,3,scan
207,26,2,normal
76,32,4,icmp_flood
76,27,4,icmp_flood
103,40,3,scan
664,4,2,normal
95,12,4,icmp_flood
166,26,1,normal
108,63,4,icmp_flood
243,16,2,normal
160,41,2,scan
2795,12,2,normal
116,62,4,icmp_flood
915,39,1,normal
118,20,4,icmp_flood
267,26,3,normal
76,19,4,icmp_flood
150,65,3,scan
3682,118,2,dos
103,29,4,icmp_flood
1039,14,3,normal
2309,186,1,dos
4504,187,2,dos
331,32,3,normal
101,51,4,icmp_flood
91,51,4,icmp_flood
92,83,2,scan
104,46,4,icmp_flood
4792,260,3,dos
91,53,4,icmp_flood
103,13,4,icmp_flood
3677,170,3,dos
141,43,3,scan
125,86,2,scan
87,77,4,icmp_flood
1274,241,2,dos
74,15,4,icmp_flood
3922,31,1,normal
1430,280,1,dos
793,5,2,normal
3217,240,1,dos
4893,191,1,dos
1019,49,1,normal
107,66,4,icmp_flood
179,66,3,scan
77,13,4,icmp_flood
170,56,1,scan
128,18,1,normal
604,16,1,normal
643,48,1,normal
108,46,4,icmp_flood
3992,107,2,dos
1896,37,1,normal
3245,36,3,normal
3911,7,3,normal
55,56,1,scan
74,51,4,icmp_flood
1730,235,2,dos
80,44,3,scan
183,15,3,normal
101,73,4,icmp_flood
3923,16,3,normal
85,98,3,scan
54,72,2,scan
1245,248,2,dos
865,21,2,normal
76,18,4,icmp_flood
192,99,2,scan
456,36,3,normal
4939,27,1,normal
633,38,1,normal
1474,215,2,dos
1161,22,3,normal
75,50,4,icmp_flood
75,62,3,scan
3295,212,2,dos
114,28,1,normal
101,19,4,icmp_flood
1162,24,2,normal
67,64,2,scan
87,21,4,icmp_flood
107,58,4,icmp_flood
1102,29,1,normal
87,20,4,icmp_flood
108,27,4,icmp_flood
1226,225,1,dos
113,18,4,icmp_flood
3680,166,2,dos
67,89,1,scan
83,50,2,scan
108,45,3,scan
114,71,4,icmp_flood
108,84,3,scan
74,37,4,icmp_flood
115,41,3,scan
2232,100,2,dos
266,2,2,normal
4378,4,1,normal
714,32,3,normal
1145,14,1,normal
135,54,3,scan
68,48,3,scan
567,12,2,normal
1521,60,2,normal
1823,101,3,dos
50,68,2,scan
3874,290,1,dos
2583,223,3,dos
148,70,2,scan
145,96,1,scan
3564,168,1,dos
1336,135,1,dos
141,88,1,scan
86,20,4,icmp_flood
120,30,4,icmp_flood
179,63,1,scan
1126,20,3,normal
136,74,1,scan
56,41,2,scan
96,43,4,icmp_flood
85,72,1,scan
91,46,4,icmp_flood
114,87,1,scan
90,29,4,icmp_flood
3472,227,1,dos
83,47,4,icmp_flood
1577,121,1,dos
132,84,1,scan
1139,7,1,normal
2563,20,1,normal
742,5,1,normal
173,76,3,scan
194,98,2,scan
2735,264,2,dos
4154,194,3,dos
1692,240,3,dos
4427,178,3,dos
79,65,1,scan
99,64,4,icmp_flood
4444,9,1,normal
51,88,3,scan
116,19,4,icmp_flood
4356,271,2,dos
74,77,4,icmp_flood
296,5,2,normal
103,34,4,icmp_flood
1734,206,1,dos
3391,289,1,dos
147,87,2,scan
4225,190,2,dos
1129,3,1,normal
73,57,1,scan
97,66,4,icmp_flood
4348,110,2,dos
49,66,1,scan
53,53,3,scan
77,9,1,normal
78,53,4,icmp_flood
76,49,4,icmp_flood
2588,35,1,normal
182,66,1,scan
4937,113,2,dos
4367,35,3,normal
131,98,1,scan
111,74,3,scan
3678,253,3,dos
115,13,4,icmp_flood
146,65,1,scan
102,13,4,icmp_flood
1611,120,2,dos
3718,251,1,dos
2558,107,2,dos
1581,28,1,normal
92,23,4,icmp_flood
3444,29,1,normal
1107,46,2,normal
119,26,4,icmp_flood
88,41,3,scan
143,56,1,scan
156,63,1,scan
3292,289,3,dos
2432,170,2,dos
4732,295,2,dos
112,58,4,icmp_flood
94,54,3,scan
74,67,4,icmp_flood
85,67,4,icmp_flood
85,21,4,icmp_flood
3340,182,3,dos
93,66,4,icmp_flood
73,78,3,scan
878,34,2,normal
90,86,1,scan
864,5,1,normal
92,28,4,icmp_flood
104,67,4,icmp_flood
109,36,4,icmp_flood
61,82,3,scan
41,84,1,scan
623,36,1,normal
61,68,1,scan
2050,225,3,dos
100,74,4,icmp_flood
55,45,1,scan
113,18,4,icmp_flood
79,47,4,icmp_flood
2775,213,1,dos
112,23,4,icmp_flood
144,96,3,scan
199,78,1,scan
596,21,1,normal
1702,127,1,dos
2756,18,2,normal
2503,124,1,dos
1879,54,2,normal
169,71,2,scan
1770,219,3,dos
168,45,2,scan
4063,111,1,dos
552,18,3,normal
96,69,4,icmp_flood
184,51,2,scan
4056,117,3,dos
155,65,3,scan
4567,274,3,dos
3593,32,3,normal
188,47,3,scan
3997,146,3,dos
104,36,4,icmp_flood
4394,138,3,dos
180,63,2,scan
1041,11,2,normal
115,13,4,icmp_flood
80,32,4,icmp_flood
91,62,4,icmp_flood
111,81,1,scan
95,57,4,icmp_flood
176,46,1,scan
75,60,4,icmp_flood
4518,150,1,dos
85,52,1,scan
69,69,3,scan
87,48,2,scan
157,92,3,scan
99,82,2,scan
3282,234,1,dos
64,1,2,normal
41,80,2,scan
67,54,3,scan
1613,106,3,dos
4264,129,3,dos
134,55,3,scan
1188,8,1,normal
90,30,1,normal
118,23,2,normal
3130,145,1,dos
141,67,3,scan
115,59,2,scan
1539,190,3,dos
3324,139,1,dos
95,34,4,icmp_flood
116,80,4,icmp_flood
3087,130,1,dos
90,47,4,icmp_flood
703,44,1,normal
3079,44,2,normal
52,41,3,scan
2686,205,3,dos
671,6,3,normal
104,11,4,icmp_flood
119,99,3,scan
149,54,2,scan
73,59,3,scan
107,14,4,icmp_flood
672,46,2,normal
4996,182,1,dos
1979,158,3,dos
138,56,2,scan
1820,126,3,dos
3461,21,2,normal
74,30,4,icmp_flood
123,95,2,scan
79,20,4,icmp_flood
147,70,3,scan
121,67,3,scan
88,73,4,icmp_flood
47,91,3,scan
100,48,4,icmp_flood
2336,123,3,dos
1591,40,2,normal
110,44,4,icmp_flood
185,6,1,normal
2243,276,1,dos
3032,133,2,dos
3373,158,1,dos
630,19,2,normal
117,72,2,scan
92,53,2,scan
92,74,4,icmp_flood
158,96,1,scan
90,44,4,icmp_flood
112,17,4,icmp_flood
63,82,3,scan
258,24,2,normal
1603,8,1,normal
2112,215,2,dos
283,30,2,normal
74,93,2,scan
464,46,3,normal
142,11,1,normal
99,68,3,scan
3997,225,3,dos
116,59,4,icmp_flood
1669,203,3,dos
74,71,1,scan
4818,267,2,dos
120,50,4,icmp_flood
3786,270,2,dos
53,66,1,scan
2145,163,3,dos
81,40,1,scan
113,27,3,normal
88,20,4,icmp_flood
109,34,4,icmp_flood
165,50,2,scan
121,87,1,scan
131,62,1,scan
94,34,4,icmp_flood
3860,104,3,dos
199,98,1,scan
95,33,4,icmp_flood
983,50,2,normal
3351,165,2,dos
165,67,3,scan
44,28,1,normal
118,12,4,icmp_flood
52,65,3,scan
2539,178,2,dos
4766,279,3,dos
190,91,2,scan
166,24,2,normal
95,40,1,scan
4498,135,2,dos
84,29,4,icmp_flood
209,26,2,normal
119,72,4,icmp_flood
114,27,4,icmp_flood
1644,287,2,dos
2207,12,1,normal
112,45,4,icmp_flood
2154,22,1,normal
125,1,1,normal
114,44,4,icmp_flood
1266,228,3,dos
2596,224,3,dos
4380,204,3,dos
890,32,3,normal
82,38,4,icmp_flood
1047,35,2,normal
2513,288,3,dos
1996,185,3,dos
149,51,2,scan
199,45,1,scan
3813,195,2,dos
786,29,2,normal
90,25,3,normal
102,32,4,icmp_flood
72,92,2,scan
111,26,4,icmp_flood
119,48,4,icmp_flood
193,92,2,scan
2015,273,3,dos
192,100,3,scan
2998,8,2,normal
120,20,4,icmp_flood
185,69,2,scan
87,68,4,icmp_flood
1328,253,2,dos
954,19,2,normal
99,76,2,scan
224,2,1,normal
328,45,3,normal
102,13,4,icmp_flood
101,10,4,icmp_flood
89,45,4,icmp_flood
79,24,4,icmp_flood
3243,153,3,dos
106,31,4,icmp_flood
4964,138,1,dos
120,15,4,icmp_flood
728,46,2,normal
89,27,4,icmp_flood
113,43,4,icmp_flood
94,54,4,icmp_flood
113,89,2,scan
115,35,4,icmp_flood
103,50,4,icmp_flood
83,76,4,icmp_flood
116,76,4,icmp_flood
633,36,3,normal
90,40,3,scan
3697,163,1,dos
78,55,4,icmp_flood
114,5,2,normal
75,31,4,icmp_flood
4931,162,2,dos
97,18,4,icmp_flood
239,16,2,normal
287,22,2,normal
110,61,4,icmp_flood
4652,278,1,dos
1973,165,2,dos
1065,21,1,normal
166,46,1,scan
1634,117,2,dos
109,76,1,scan
102,78,4,icmp_flood
1397,45,1,normal
98,13,2,normal
103,75,4,icmp_flood
497,50,2,normal
57,50,1,scan
164,58,1,scan
98,61,4,icmp_flood
2004,222,1,dos
90,14,1,normal
108,62,4,icmp_flood
116,10,4,icmp_flood
82,61,4,icmp_flood
42,80,1,scan
73,98,1,scan
192,14,1,normal
88,75,4,icmp_flood
40,72,3,scan
78,75,4,icmp_flood
125,99,2,scan
40,91,1,scan
928,23,1,normal
749,11,1,normal
186,98,1,scan
776,20,1,normal
2042,35,3,normal
2766,106,3,dos
213,27,3,normal
95,73,4,icmp_flood
88,25,4,icmp_flood
2787,161,1,dos
1735,259,1,dos
99,56,4,icmp_flood
197,88,3,scan
1526,242,2,dos
125,43,2,scan
1517,229,2,dos
129,86,2,scan
170,41,1,scan
109,44,4,icmp_flood
516,10,1,normal
4448,296,3,dos
308,15,2,normal
3555,279,3,dos
109,51,4,icmp_flood
112,27,4,icmp_flood
2677,282,2,dos
82,59,4,icmp_flood
2916,200,3,dos
2013,189,2,dos
104,57,4,icmp_flood
94,93,1,scan
121,6,3,normal
51,63,2,scan
149,46,3,scan
112,65,4,icmp_flood
1294,241,3,dos
4844,110,2,dos
119,73,4,icmp_flood
4283,27,2,normal
99,61,4,icmp_flood
1530,248,2,dos
120,87,3,scan
4196,273,3,dos
127,94,2,scan
70,41,2,scan
192,43,1,scan
100,23,1,normal
110,15,4,icmp_flood
2816,109,3,dos
92,93,3,scan
285,15,2,normal
103,32,4,icmp_flood
4262,105,1,dos
894,50,3,normal
185,98,1,scan
115,76,4,icmp_flood
86,69,4,icmp_flood
106,65,4,icmp_flood
108,43,4,icmp_flood
179,74,3,scan
100,71,4,icmp_flood
104,57,4,icmp_flood
153,72,2,scan
66,92,3,scan
3257,21,2,normal
92,63,3,scan
2985,257,2,dos
42,29,1,normal
105,61,4,icmp_flood
109,43,1,scan
52,60,2,scan
113,53,1,scan
3845,148,2,dos
2019,243,1,dos
87,27,4,icmp_flood
843,33,1,normal
47,53,3,scan
93,77,4,icmp_flood
109,36,4,icmp_flood
83,69,4,icmp_flood
81,29,4,icmp_flood
60,40,1,scan
1793,178,2,dos
1915,103,1,dos
849,8,2,normal
2894,286,1,dos
4658,30,2,normal
216,17,1,normal
97,40,1,scan
180,87,3,scan
114,32,4,icmp_flood
754,42,3,normal
98,32,4,icmp_flood
175,83,3,scan
43,81,3,scan
85,70,4,icmp_flood
150,71,3,scan
385,7,2,normal
91,11,4,icmp_flood
2946,2,3,normal
87,63,4,icmp_flood
101,76,4,icmp_flood
109,14,4,icmp_flood
141,50,1,scan
3595,270,1,dos
4457,35,1,normal
120,16,4,icmp_flood
680,36,1,normal
91,64,4,icmp_flood
197,86,2,scan
4492,34,2,normal
4624,247,2,dos
98,48,4,icmp_flood
87,13,3,normal
78,11,4,icmp_flood
254,6,2,normal
47,42,3,scan
3663,238,2,dos
4774,208,3,dos
109,44,4,icmp_flood
84,16,3,normal
1851,182,1,dos
81,12,4,icmp_flood
117,39,4,icmp_flood
3424,31,2,normal
4541,181,3,dos
2506,269,1,dos
78,65,4,icmp_flood
3478,195,3,dos
45,63,2,scan
2393,257,3,dos
81,45,4,icmp_flood
115,47,2,scan
1504,53,3,normal
2905,225,1,dos
105,72,4,icmp_flood
4988,135,3,dos
175,94,3,scan
95,30,4,icmp_flood
115,16,4,icmp_flood
101,51,4,icmp_flood
1439,199,3,dos
4260,154,1,dos
478,46,3,normal
113,16,4,icmp_flood
78,23,4,icmp_flood
155,58,1,scan
183,100,1,scan
184,47,1,scan
3736,112,1,dos
1066,33,2,normal
94,11,4,icmp_flood
110,14,4,icmp_flood
158,68,1,scan
173,72,3,scan
107,45,4,icmp_flood
100,79,4,icmp_flood
99,53,2,scan
82,49,4,icmp_flood
55,90,2,scan
1226,259,2,dos
263,24,1,normal
769,21,1,normal
2561,274,3,dos
122,61,2,scan
162,88,1,scan
109,65,3,scan
117,31,4,icmp_flood
3500,116,2,dos
152,47,3,scan
196,92,1,scan
41,83,2,scan
82,21,4,icmp_flood
106,10,4,icmp_flood
134,76,2,scan
92,10,4,icmp_flood
98,17,4,icmp_flood
3713,59,3,normal
589,45,3,normal
946,14,2,normal
91,99,2,scan
2457,215,2,dos
117,72,4,icmp_flood
3644,4,3,normal
107,74,4,icmp_flood
104,54,3,scan
2662,186,1,dos
4939,162,2,dos
836,37,1,normal
47,81,2,scan
4719,35,2,normal
111,21,4,icmp_flood
91,11,4,icmp_flood
68,25,1,normal
1621,287,1,dos
72,12,2,normal
104,28,4,icmp_flood
4687,49,3,normal
2554,11,3,normal
111,35,4,icmp_flood
79,24,3,normal
3151,21,2,normal
4619,18,3,normal
80,63,4,icmp_flood
119,42,4,icmp_flood
4545,287,2,dos
56,49,3,scan
87,21,4,icmp_flood
51,67,2,scan
3426,120,3,dos
2356,167,1,dos
95,16,4,icmp_flood
197,75,2,scan
149,43,3,scan
876,20,2,normal
175,88,2,scan
173,97,3,scan
94,52,4,icmp_flood
77,65,3,scan
91,56,4,icmp_flood
94,59,4,icmp_flood
2378,168,1,dos
1811,285,1,dos
795,23,2,normal
1009,16,1,normal
3124,137,3,dos
3673,130,3,dos
176,60,3,scan
107,67,4,icmp_flood
182,99,1,scan
115,31,4,icmp_flood
2762,193,1,dos
4811,300,1,dos
80,69,4,icmp_flood
504,27,2,normal
198,82,3,scan
1718,168,2,dos
4017,167,3,dos
112,88,2,scan
116,46,4,icmp_flood
71,17,1,normal
4718,258,1,dos
1182,24,3,normal
111,16,4,icmp_flood
3487,48,3,normal
288,1,1,normal
1540,103,1,dos
4661,36,3,normal
78,42,4,icmp_flood
82,43,1,scan
285,17,2,normal
111,32,4,icmp_flood
40,95,2,scan
1683,257,2,dos
64,100,1,scan
194,20,2,normal
133,25,1,normal
2195,296,2,dos
4101,221,3,dos
95,30,4,icmp_flood
143,27,1,normal
107,71,4,icmp_flood
89,33,4,icmp_flood
4184,291,3,dos
76,47,4,icmp_flood
137,49,3,scan
4690,167,1,dos
116,6,2,normal
106,32,4,icmp_flood
662,14,1,normal
56,91,3,scan
3172,276,2,dos
87,41,4,icmp_flood
85,86,1,scan
131,13,3,normal
84,45,4,icmp_flood
43,12,2,normal
82,71,1,scan
116,37,4,icmp_flood
285,28,2,normal
78,51,2,scan
188,85,1,scan
83,63,2,scan
120,74,4,icmp_flood
3763,53,1,normal
169,49,1,scan
4650,285,3,dos
1084,2,1,normal
180,71,1,scan
2873,114,3,dos
178,94,3,scan
997,9,3,normal
4772,274,1,dos
750,45,2,normal
1014,40,3,normal
118,67,4,icmp_flood
3998,296,1,dos
151,85,2,scan
4979,167,3,dos
4456,56,3,normal
262,25,3,normal
196,51,2,scan
4092,162,1,dos
88,90,3,scan
3733,284,1,dos
101,70,3,scan
109,28,1,normal
1058,12,1,normal
65,42,1,scan
152,22,2,normal
330,22,2,normal
583,47,3,normal
153,27,2,normal
195,26,3,normal
50,72,1,scan
85,16,4,icmp_flood
3816,127,2,dos
81,67,4,icmp_flood
3089,281,2,dos
1466,122,2,dos
82,85,1,scan
1186,11,2,normal
95,28,4,icmp_flood
2387,207,1,dos
51,62,1,scan
75,29,2,normal
1489,25,3,normal
231,14,3,normal
159,41,1,scan
128,72,1,scan
101,79,4,icmp_flood
106,38,4,icmp_flood
93,59,2,scan
106,38,4,icmp_flood
4520,12,2,normal
3700,255,1,dos
619,41,1,normal
108,9,1,normal
105,61,3,scan
1581,123,1,dos
228,19,2,normal
146,91,3,scan
52,92,2,scan
998,35,1,normal
178,55,1,scan
111,24,1,normal
188,74,3,scan
101,74,3,scan
85,17,4,icmp_flood
116,58,4,icmp_flood
986,8,3,normal
67,88,1,scan
116,58,4,icmp_flood
2921,278,3,dos
85,18,4,icmp_flood
100,20,4,icmp_flood
3320,234,3,dos
3812,56,2,normal
831,36,3,normal
4705,228,1,dos
100,68,4,icmp_flood
588,11,3,normal
79,45,3,scan
3042,255,1,dos
193,69,3,scan
113,44,4,icmp_flood
199,43,1,scan
95,31,4,icmp_flood
92,22,4,icmp_flood
200,49,1,scan
2822,163,1,dos
2277,122,1,dos
65,82,3,scan
96,7,1,normal
90,29,4,icmp_flood
106,71,4,icmp_flood
653,47,2,normal
78,86,1,scan
120,66,4,icmp_flood
106,72,4,icmp_flood
88,39,4,icmp_flood
110,78,4,icmp_flood
127,63,2,scan
128,16,1,normal
85,23,3,normal
2809,126,3,dos
1143,37,1,normal
73,94,1,scan
573,41,3,normal
2260,157,3,dos
4842,289,2,dos
157,59,3,scan
110,94,2,scan
236,5,2,normal
166,74,3,scan
1955,268,2,dos
291,28,3,normal
77,70,1,scan
167,72,1,scan
3183,128,2,dos
3575,181,1,dos
2817,167,1,dos
98,42,4,icmp_flood
90,68,3,scan
2890,187,1,dos
1141,41,3,normal
3016,282,2,dos
75,35,4,icmp_flood
46,45,2,scan
87,77,4,icmp_flood
83,39,4,icmp_flood
944,12,1,normal
111,65,1,scan
2688,173,2,dos
108,41,4,icmp_flood
268,22,3,normal
4776,284,1,dos
271,9,1,normal
140,63,2,scan
2367,194,1,dos
213,30,3,normal
1522,186,3,dos
115,51,3,scan
2620,225,3,dos
1134,12,2,normal
344,9,1,normal
1312,253,1,dos
3993,283,3,dos
2076,271,2,dos
2189,101,2,dos
559,19,2,normal
79,79,4,icmp_flood
935,5,2,normal
221,4,1,normal
110,24,4,icmp_flood
1417,109,3,dos
764,1,3,normal
171,87,3,scan
116,63,4,icmp_flood
59,97,2,scan
4692,276,1,dos
117,71,4,icmp_flood
107,43,2,scan
85,33,4,icmp_flood
186,80,1,scan
78,80,4,icmp_flood
526,48,1,normal
3761,235,1,dos
1340,182,2,dos
143,50,2,scan
4290,251,1,dos
52,41,3,scan
137,24,1,normal
3323,142,1,dos
62,58,1,scan
678,44,3,normal
53,55,2,scan
3775,247,2,dos
168,61,2,scan
123,19,1,normal
118,31,4,icmp_flood
175,70,1,scan
87,48,4,icmp_flood
451,37,3,normal
190,47,2,scan
1790,20,3,normal
118,22,4,icmp_flood
185,53,1,scan
1262,47,1,normal
1825,136,3,dos
102,44,4,icmp_flood
119,36,4,icmp_flood
283,17,1,normal
452,39,3,normal
51,5,3,normal
95,63,4,icmp_flood
3273,213,1,dos
3776,168,2,dos
87,11,3,normal
3123,165,1,dos
98,52,4,icmp_flood
1084,38,3,normal
512,45,2,normal
98,45,4,icmp_flood
4977,124,2,dos
100,31,4,icmp_flood
278,29,2,normal
106,77,4,icmp_flood
82,31,4,icmp_flood
92,51,1,scan
756,6,3,normal
91,78,4,icmp_flood
4572,107,3,dos
86,62,4,icmp_flood
2651,132,2,dos
74,21,4,icmp_flood
525,47,2,normal
83,49,4,icmp_flood
2412,106,1,dos
3459,18,3,normal
109,66,4,icmp_flood
241,17,2,normal
96,32,4,icmp_flood
1324,259,1,dos
74,19,1,normal
4026,142,1,dos
2836,283,3,dos
83,31,4,icmp_flood
1150,43,1,normal
88,11,2,normal
72,46,3,scan
238,23,3,normal
200,11,3,normal
1322,129,1,dos
132,1,2,normal
118,61,1,scan
1726,137,3,dos
114,35,4,icmp_flood
154,17,2,normal
118,14,4,icmp_flood
2037,257,3,dos
59,59,3,scan
194,8,3,normal
89,32,4,icmp_flood
1046,36,3,normal
161,16,3,normal
4495,36,2,normal
83,56,4,icmp_flood
4971,225,2,dos
3026,103,3,dos
4430,102,1,dos
140,58,1,scan
4279,200,3,dos
103,28,4,icmp_flood
177,88,1,scan
87,74,4,icmp_flood
4686,246,1,dos
4092,221,2,dos
4663,226,1,dos
3319,127,2,dos
492,32,3,normal
55,44,3,scan
115,42,4,icmp_flood
55,13,3,normal
115,22,4,icmp_flood
110,57,4,icmp_flood
99,30,4,icmp_flood
93,77,4,icmp_flood
2736,185,2,dos
117,41,4,icmp_flood
74,35,4,icmp_flood
74,55,2,scan
2751,36,2,normal
79,24,1,normal
266,13,3,normal
368,36,3,normal
3026,300,1,dos
85,32,4,icmp_flood
84,30,2,normal
144,71,3,scan
1720,232,1,dos
115,72,3,scan
72,100,3,scan
110,41,4,icmp_flood
99,78,4,icmp_flood
120,44,4,icmp_flood
935,40,1,normal
109,58,3,scan
102,19,4,icmp_flood
100,77,4,icmp_flood
2911,3,1,normal
2415,54,1,normal
201,1,1,normal
126,95,1,scan
158,53,2,scan
1182,3,2,normal
