protocol_type,src_bytes,dst_bytes,failed_logins,count,label
tcp,169,99,0,196,attack
tcp,494,266,0,25,normal
tcp,4700,112,0,139,attack
udp,6056,231,0,114,attack
udp,194,312,0,2,normal
tcp,206,579,0,23,normal
tcp,2479,389,0,51,attack
udp,7608,487,0,81,attack
tcp,161,175,0,10,normal
udp,1015,543,0,56,attack
udp,358,360,0,30,normal
udp,112,59,0,115,attack
tcp,187,142,0,2,normal
tcp,113,115,0,191,attack
tcp,180,153,0,10,normal
tcp,128,101,0,9,normal
udp,4566,441,0,86,attack
tcp,285,593,0,10,normal
udp,2088,201,0,66,attack
udp,69,148,0,119,attack
tcp,70,178,0,199,attack
tcp,1119,347,0,79,attack
tcp,4878,405,0,84,attack
udp,393,414,0,28,normal
tcp,169,187,0,4,normal
tcp,267,51,0,2,normal
udp,2403,418,0,77,attack
udp,4460,205,0,100,attack
udp,5362,121,0,89,attack
udp,512,317,0,17,normal
tcp,101,116,0,123,attack
tcp,87,226,0,1,normal
tcp,2222,774,0,46,attack
tcp,51,117,0,177,attack
udp,67,77,0,150,attack
udp,82,259,0,2,normal
udp,685,685,0,15,normal
udp,6939,372,0,146,attack
tcp,73,178,0,196,attack
udp,587,315,0,12,normal
tcp,231,41,0,3,normal
udp,156,95,0,2,normal
udp,255,170,0,3,normal
udp,190,228,0,4,normal
tcp,113,75,0,176,attack
tcp,688,694,0,29,normal
udp,435,263,0,18,normal
tcp,519,302,0,18,normal
tcp,1560,270,0,34,attack
tcp,166,166,0,10,normal
udp,175,309,0,7,normal
tcp,69,103,0,107,attack
udp,2837,501,0,78,attack
tcp,54,55,0,175,attack
tcp,430,240,0,23,normal
tcp,343,419,0,26,normal
udp,6482,204,0,106,attack
tcp,1712,323,0,65,attack
tcp,677,420,0,11,normal
tcp,613,684,0,28,normal
tcp,170,236,0,1,normal
tcp,272,187,0,9,normal
udp,127,80,0,9,normal
tcp,2861,508,0,45,attack
udp,246,215,0,1,normal
udp,173,242,0,3,normal
tcp,60,185,0,166,attack
tcp,7249,434,0,126,attack
udp,1073,340,0,74,attack
udp,1729,412,0,76,attack
tcp,106,76,0,10,normal
udp,186,184,0,200,attack
tcp,6832,468,0,139,attack
tcp,2081,441,0,52,attack
tcp,569,608,0,19,normal
tcp,82,57,0,8,normal
udp,6841,413,0,110,attack
tcp,191,63,0,180,attack
tcp,363,516,0,23,normal
tcp,57,173,0,136,attack
udp,204,667,0,11,normal
udp,4238,271,0,123,attack
udp,87,119,0,106,attack
udp,2970,516,0,61,attack
udp,114,144,0,107,attack
udp,1529,214,0,51,attack
tcp,982,596,0,52,attack
udp,4189,438,0,92,attack
udp,4662,222,0,87,attack
udp,141,126,0,142,attack
tcp,3351,305,0,140,attack
udp,274,183,0,5,normal
tcp,5575,193,0,111,attack
udp,118,70,0,117,attack
udp,6048,433,0,135,attack
tcp,615,290,0,20,normal
tcp,227,484,0,26,normal
udp,3328,353,0,91,attack
tcp,213,439,0,14,normal
udp,7156,198,0,149,attack
udp,345,278,0,14,normal
tcp,3133,304,0,106,attack
udp,6962,391,0,142,attack
udp,161,352,0,8,normal
tcp,5482,434,0,109,attack
tcp,4840,122,0,99,attack
tcp,7826,292,0,85,attack
tcp,266,310,0,8,normal
tcp,169,120,0,197,attack
tcp,484,270,0,15,normal
udp,161,85,0,193,attack
udp,2060,689,0,32,attack
tcp,104,186,0,159,attack
tcp,5506,317,0,114,attack
tcp,572,420,0,27,normal
udp,84,184,0,117,attack
udp,247,207,0,6,normal
udp,3655,376,0,96,attack
udp,113,115,0,112,attack
udp,5747,306,0,98,attack
udp,233,283,0,5,normal
tcp,101,247,0,6,normal
tcp,2512,388,0,59,attack
tcp,5954,121,0,87,attack
udp,1484,366,0,52,attack
tcp,1776,231,0,76,attack
tcp,4624,455,0,109,attack
tcp,202,348,0,24,normal
udp,149,171,0,118,attack
tcp,6048,315,0,118,attack
udp,130,89,0,5,normal
tcp,366,625,0,28,normal
tcp,159,180,0,110,attack
tcp,1759,201,0,46,attack
tcp,2191,611,0,66,attack
udp,6307,264,0,92,attack
udp,6764,487,0,104,attack
udp,261,225,0,5,normal
udp,6422,153,0,89,attack
tcp,416,635,0,29,normal
tcp,501,566,0,21,normal
udp,3195,328,0,147,attack
udp,860,432,0,50,attack
tcp,450,213,0,22,normal
tcp,555,665,0,21,normal
tcp,2946,425,0,62,attack
udp,5101,195,0,143,attack
tcp,236,202,0,5,normal
tcp,575,248,0,14,normal
udp,4498,238,0,87,attack
udp,214,71,0,2,normal
udp,3974,170,0,147,attack
udp,7644,395,0,131,attack
tcp,107,116,0,162,attack
udp,180,176,0,181,attack
tcp,207,327,0,5,normal
tcp,57,91,0,148,attack
tcp,135,174,0,171,attack
tcp,6765,201,0,129,attack
udp,153,269,0,8,normal
udp,4291,457,0,141,attack
tcp,75,131,0,121,attack
udp,371,580,0,26,normal
tcp,2528,456,0,30,attack
udp,63,72,0,182,attack
tcp,3304,220,0,134,attack
tcp,67,145,0,140,attack
tcp,507,439,0,13,normal
tcp,199,154,0,4,normal
tcp,286,267,0,2,normal
tcp,183,158,0,149,attack
udp,4395,181,0,113,attack
udp,99,79,0,125,attack
udp,415,566,0,26,normal
udp,4015,490,0,146,attack
tcp,2040,576,0,43,attack
udp,79,57,0,159,attack
udp,229,44,0,8,normal
tcp,5353,443,0,145,attack
tcp,5461,472,0,146,attack
tcp,288,295,0,10,normal
udp,345,251,0,24,normal
tcp,2547,588,0,34,attack
udp,7364,371,0,114,attack
tcp,391,593,0,27,normal
udp,206,638,0,11,normal
tcp,59,316,0,8,normal
udp,1834,310,0,44,attack
tcp,5594,354,0,104,attack
tcp,408,263,0,19,normal
udp,63,68,0,166,attack
udp,1940,418,0,65,attack
tcp,193,114,0,168,attack
udp,127,185,0,6,normal
udp,4305,453,0,140,attack
tcp,122,159,0,130,attack
udp,352,668,0,23,normal
tcp,2982,550,0,40,attack
udp,196,120,0,8,normal
udp,78,105,0,10,normal
tcp,4517,369,0,85,attack
udp,5921,415,0,123,attack
tcp,843,749,0,38,attack
udp,3348,283,0,126,attack
tcp,4521,303,0,134,attack
udp,1884,537,0,33,attack
udp,199,175,0,111,attack
udp,1910,385,0,50,attack
udp,6327,404,0,104,attack
udp,122,180,0,190,attack
tcp,340,647,0,20,normal
udp,50,154,0,134,attack
tcp,4040,406,0,144,attack
udp,363,363,0,24,normal
udp,223,210,0,26,normal
tcp,264,605,0,28,normal
tcp,5411,392,0,94,attack
udp,7967,192,0,107,attack
udp,70,96,0,140,attack
udp,4903,414,0,126,attack
udp,4464,380,0,123,attack
udp,612,596,0,15,normal
tcp,353,481,0,19,normal
udp,7864,322,0,83,attack
tcp,68,69,0,135,attack
tcp,5232,367,0,124,attack
udp,5869,432,0,148,attack
tcp,5206,127,0,138,attack
tcp,996,484,0,42,attack
tcp,2450,380,0,57,attack
tcp,119,127,0,5,normal
udp,59,178,0,147,attack
tcp,1359,597,0,71,attack
tcp,95,96,0,181,attack
tcp,1945,276,0,65,attack
udp,539,599,0,14,normal
tcp,110,109,0,4,normal
tcp,4664,163,0,117,attack
tcp,4729,145,0,112,attack
udp,156,55,0,2,normal
udp,364,214,0,27,normal
tcp,7961,174,0,108,attack
udp,111,191,0,191,attack
udp,171,185,0,102,attack
tcp,6942,261,0,150,attack
tcp,256,334,0,8,normal
udp,93,182,0,159,attack
tcp,544,204,0,24,normal
udp,174,187,0,124,attack
tcp,361,486,0,25,normal
tcp,854,640,0,43,attack
udp,506,436,0,28,normal
udp,207,115,0,10,normal
udp,154,77,0,177,attack
tcp,2812,544,0,63,attack
tcp,157,193,0,122,attack
udp,662,342,0,17,normal
tcp,359,341,0,10,normal
tcp,1006,700,0,64,attack
tcp,413,586,0,27,normal
udp,187,167,0,125,attack
tcp,3521,224,0,97,attack
tcp,668,328,0,21,normal
udp,6185,300,0,119,attack
tcp,463,576,0,29,normal
tcp,263,301,0,3,normal
udp,5286,349,0,89,attack
udp,1792,646,0,68,attack
tcp,3615,142,0,115,attack
udp,4196,409,0,90,attack
udp,67,85,0,132,attack
udp,1009,702,0,55,attack
tcp,652,668,0,26,normal
udp,400,561,0,16,normal
tcp,3540,252,0,135,attack
tcp,908,620,0,55,attack
tcp,1150,545,0,65,attack
udp,4706,398,0,95,attack
udp,1270,445,0,75,attack
tcp,3558,289,0,129,attack
tcp,612,643,0,21,normal
udp,452,298,0,24,normal
udp,43,193,0,9,normal
tcp,204,181,0,10,normal
udp,936,538,0,41,attack
udp,117,64,0,186,attack
udp,1151,604,0,78,attack
tcp,216,131,0,8,normal
udp,399,627,0,14,normal
tcp,485,694,0,11,normal
tcp,1879,229,0,44,attack
tcp,128,191,0,10,normal
udp,6897,499,0,109,attack
udp,188,140,0,151,attack
udp,174,179,0,105,attack
udp,6525,405,0,96,attack
tcp,583,369,0,12,normal
tcp,275,190,0,3,normal
udp,327,557,0,17,normal
udp,84,206,0,10,normal
tcp,76,80,0,135,attack
udp,2044,458,0,40,attack
tcp,63,186,0,116,attack
tcp,6086,352,0,97,attack
tcp,6113,317,0,87,attack
udp,90,139,0,135,attack
tcp,6320,475,0,101,attack
tcp,441,520,0,25,normal
tcp,138,347,0,6,normal
tcp,165,290,0,2,normal
tcp,1903,268,0,31,attack
udp,5506,275,0,115,attack
udp,4932,327,0,129,attack
tcp,6868,433,0,107,attack
udp,5629,307,0,120,attack
udp,65,53,0,100,attack
tcp,168,181,0,10,normal
tcp,68,341,0,4,normal
udp,245,358,0,7,normal
tcp,168,173,0,181,attack
tcp,2589,554,0,33,attack
udp,117,128,0,139,attack
udp,98,96,0,120,attack
udp,80,143,0,170,attack
udp,600,572,0,25,normal
tcp,144,166,0,8,normal
tcp,235,285,0,8,normal
udp,1321,426,0,41,attack
udp,551,504,0,16,normal
udp,2731,715,0,79,attack
udp,88,199,0,130,attack
tcp,100,115,0,157,attack
udp,6506,420,0,95,attack
udp,122,64,0,6,normal
udp,137,307,0,7,normal
udp,1970,333,0,76,attack
tcp,7176,313,0,147,attack
tcp,86,232,0,2,normal
tcp,6686,437,0,137,attack
tcp,2634,203,0,51,attack
tcp,117,295,0,3,normal
udp,182,118,0,121,attack
udp,5249,326,0,88,attack
udp,124,151,0,142,attack
tcp,2497,651,0,43,attack
tcp,6948,345,0,128,attack
tcp,3480,398,0,107,attack
udp,143,78,0,142,attack
udp,2906,275,0,68,attack
udp,2909,233,0,72,attack
tcp,129,185,0,188,attack
tcp,3305,212,0,102,attack
udp,86,170,0,115,attack
tcp,93,66,0,118,attack
udp,2233,600,0,48,attack
udp,2223,244,0,48,attack
udp,140,109,0,166,attack
tcp,294,395,0,1,normal
tcp,568,596,0,28,normal
udp,426,436,0,14,normal
udp,2531,299,0,42,attack
udp,507,585,0,10,normal
tcp,662,526,0,25,normal
udp,161,170,0,5,normal
udp,52,134,0,132,attack
tcp,51,156,0,8,normal
tcp,1849,240,0,50,attack
udp,6555,139,0,113,attack
tcp,153,93,0,195,attack
tcp,6323,404,0,145,attack
udp,118,316,0,8,normal
tcp,1977,239,0,39,attack
tcp,1296,758,0,46,attack
udp,237,164,0,2,normal
udp,4500,114,0,97,attack
tcp,538,261,0,14,normal
tcp,375,259,0,25,normal
udp,438,220,0,30,normal
udp,5648,292,0,88,attack
tcp,2404,800,0,59,attack
udp,5824,161,0,120,attack
tcp,1468,414,0,43,attack
udp,44,332,0,8,normal
udp,298,306,0,9,normal
udp,1748,408,0,61,attack
tcp,124,373,0,10,normal
tcp,698,678,0,10,normal
udp,247,346,0,3,normal
tcp,627,210,0,17,normal
udp,2129,642,0,37,attack
tcp,275,207,0,16,normal
udp,604,672,0,21,normal
udp,170,283,0,3,normal
tcp,2463,358,0,74,attack
tcp,317,655,0,23,normal
tcp,408,372,0,11,normal
udp,4379,449,0,90,attack
tcp,515,689,0,26,normal
udp,219,287,0,1,normal
udp,1710,679,0,30,attack
tcp,7186,103,0,150,attack
udp,93,161,0,8,normal
tcp,7858,353,0,97,attack
tcp,1833,440,0,71,attack
udp,371,377,0,19,normal
udp,1362,412,0,72,attack
udp,390,433,0,27,normal
udp,492,434,0,30,normal
udp,2550,385,0,56,attack
udp,179,365,0,3,normal
udp,78,57,0,132,attack
udp,2660,473,0,69,attack
tcp,519,325,0,21,normal
udp,6756,495,0,124,attack
tcp,133,142,0,185,attack
tcp,1882,213,0,41,attack
tcp,6710,419,0,119,attack
udp,223,105,0,5,normal
udp,57,118,0,132,attack
udp,5101,204,0,149,attack
udp,2480,288,0,41,attack
tcp,326,510,0,13,normal
udp,4823,188,0,138,attack
tcp,41,191,0,7,normal
udp,2376,651,0,53,attack
udp,53,260,0,9,normal
udp,352,256,0,30,normal
udp,2896,521,0,42,attack
udp,629,200,0,13,normal
udp,521,557,0,15,normal
udp,54,83,0,200,attack
udp,1839,468,0,72,attack
udp,93,154,0,106,attack
tcp,2247,616,0,78,attack
udp,1070,224,0,56,attack
udp,5098,499,0,113,attack
tcp,181,104,0,1,normal
udp,103,183,0,128,attack
tcp,2955,486,0,47,attack
udp,252,258,0,6,normal
udp,7473,267,0,113,attack
udp,2854,314,0,78,attack
tcp,1126,334,0,59,attack
tcp,551,290,0,16,normal
udp,155,62,0,144,attack
tcp,118,102,0,179,attack
tcp,619,493,0,11,normal
udp,1410,461,0,69,attack
udp,2895,243,0,44,attack
udp,594,284,0,21,normal
tcp,6817,207,0,104,attack
tcp,302,577,0,29,normal
udp,1127,533,0,38,attack
tcp,299,608,0,16,normal
tcp,364,200,0,29,normal
udp,176,177,0,116,attack
udp,3614,338,0,109,attack
udp,100,150,0,8,normal
tcp,2515,251,0,77,attack
udp,325,613,0,18,normal
tcp,96,214,0,8,normal
udp,568,311,0,25,normal
udp,7394,128,0,131,attack
tcp,77,343,0,8,normal
udp,1189,745,0,67,attack
tcp,153,52,0,184,attack
tcp,1784,253,0,71,attack
tcp,228,52,0,9,normal
udp,6296,436,0,104,attack
tcp,6379,230,0,104,attack
tcp,1874,765,0,65,attack
tcp,262,400,0,22,normal
tcp,72,42,0,7,normal
tcp,7769,298,0,133,attack
udp,120,184,0,102,attack
udp,363,502,0,17,normal
udp,2628,372,0,35,attack
udp,3702,108,0,114,attack
udp,5096,328,0,90,attack
tcp,50,122,0,146,attack
udp,4788,450,0,110,attack
tcp,2340,667,0,38,attack
tcp,134,64,0,169,attack
udp,60,101,0,125,attack
tcp,575,341,0,11,normal
udp,209,198,0,1,normal
tcp,5271,231,0,81,attack
tcp,113,88,0,183,attack
udp,5081,376,0,106,attack
tcp,6647,360,0,143,attack
tcp,2481,493,0,41,attack
tcp,266,161,0,9,normal
udp,457,647,0,26,normal
udp,1140,233,0,43,attack
tcp,1645,449,0,38,attack
tcp,163,97,0,106,attack
udp,2391,328,0,77,attack
udp,4326,164,0,118,attack
udp,421,490,0,21,normal
tcp,668,673,0,14,normal
tcp,65,190,0,179,attack
tcp,4717,236,0,98,attack
tcp,2082,315,0,54,attack
udp,316,214,0,13,normal
udp,99,124,0,104,attack
udp,94,112,0,118,attack
tcp,1761,202,0,76,attack
udp,121,185,0,102,attack
tcp,134,137,0,5,normal
tcp,630,559,0,11,normal
udp,111,45,0,10,normal
tcp,62,85,0,9,normal
udp,281,504,0,24,normal
tcp,7714,422,0,85,attack
tcp,68,159,0,116,attack
tcp,1447,763,0,50,attack
tcp,145,72,0,112,attack
tcp,3192,319,0,97,attack
udp,803,316,0,33,attack
udp,700,247,0,22,normal
udp,5447,126,0,104,attack
tcp,3154,170,0,148,attack
tcp,2543,509,0,51,attack
tcp,4164,196,0,121,attack
tcp,70,339,0,8,normal
tcp,196,76,0,175,attack
udp,196,71,0,126,attack
udp,300,382,0,5,normal
udp,4795,356,0,137,attack
tcp,251,312,0,17,normal
tcp,246,240,0,25,normal
udp,1748,402,0,61,attack
tcp,387,683,0,11,normal
udp,489,563,0,12,normal
udp,167,252,0,10,normal
tcp,4320,484,0,128,attack
tcp,200,128,0,4,normal
tcp,144,101,0,138,attack
tcp,242,131,0,3,normal
tcp,6668,349,0,111,attack
tcp,465,334,0,12,normal
udp,7124,355,0,142,attack
udp,447,681,0,15,normal
udp,62,269,0,1,normal
tcp,267,268,0,29,normal
tcp,7293,259,0,139,attack
tcp,182,145,0,155,attack
udp,2697,408,0,53,attack
udp,2194,644,0,64,attack
udp,105,158,0,134,attack
udp,1626,764,0,31,attack
udp,529,220,0,16,normal
tcp,2417,689,0,41,attack
tcp,1829,773,0,68,attack
tcp,482,641,0,30,normal
tcp,7585,325,0,126,attack
udp,2995,746,0,52,attack
udp,227,100,0,3,normal
udp,261,644,0,14,normal
udp,74,48,0,1,normal
tcp,73,137,0,117,attack
tcp,471,500,0,14,normal
tcp,186,120,0,115,attack
udp,3655,462,0,133,attack
tcp,7734,417,0,116,attack
tcp,624,254,0,15,normal
tcp,3712,370,0,110,attack
udp,96,169,0,6,normal
tcp,670,345,0,18,normal
udp,69,288,0,4,normal
udp,1049,661,0,53,attack
udp,2036,371,0,47,attack
udp,196,71,0,181,attack
udp,509,379,0,25,normal
udp,166,63,0,129,attack
udp,244,190,0,6,normal
udp,253,88,0,4,normal
udp,5105,100,0,83,attack
tcp,68,167,0,121,attack
tcp,60,66,0,184,attack
tcp,3143,390,0,137,attack
tcp,94,115,0,148,attack
tcp,7492,233,0,131,attack
udp,2176,202,0,37,attack
udp,259,88,0,8,normal
udp,4304,177,0,132,attack
udp,237,389,0,10,normal
udp,306,242,0,20,normal
udp,41,182,0,1,normal
tcp,110,258,0,10,normal
tcp,613,250,0,22,normal
tcp,7232,235,0,142,attack
tcp,5834,324,0,102,attack
tcp,66,189,0,191,attack
udp,128,150,0,135,attack
udp,119,56,0,130,attack
tcp,1573,618,0,35,attack
udp,261,390,0,7,normal
tcp,133,177,0,134,attack
udp,680,361,0,26,normal
udp,259,394,0,10,normal
udp,1521,423,0,50,attack
udp,7906,163,0,99,attack
udp,352,522,0,21,normal
udp,931,271,0,70,attack
tcp,6794,451,0,101,attack
tcp,56,349,0,10,normal
udp,4118,362,0,89,attack
tcp,138,51,0,4,normal
udp,1185,318,0,49,attack
udp,1005,642,0,45,attack
tcp,5848,196,0,82,attack
tcp,243,203,0,10,normal
tcp,3492,431,0,93,attack
tcp,2516,795,0,37,attack
tcp,198,190,0,173,attack
udp,179,88,0,126,attack
udp,269,119,0,4,normal
udp,130,129,0,115,attack
tcp,98,345,0,5,normal
tcp,288,333,0,9,normal
tcp,3544,245,0,131,attack
tcp,647,258,0,20,normal
udp,126,59,0,124,attack
tcp,79,366,0,8,normal
udp,6685,374,0,118,attack
tcp,589,249,0,20,normal
tcp,282,538,0,20,normal
udp,155,175,0,139,attack
udp,2974,584,0,33,attack
tcp,671,544,0,27,normal
udp,124,234,0,5,normal
udp,379,536,0,22,normal
tcp,1630,651,0,69,attack
udp,1292,312,0,47,attack
udp,2084,269,0,39,attack
tcp,2094,441,0,62,attack
tcp,3792,371,0,97,attack
udp,54,345,0,10,normal
udp,844,721,0,46,attack
tcp,329,668,0,28,normal
tcp,1797,513,0,67,attack
udp,181,67,0,1,normal
tcp,601,337,0,21,normal
tcp,243,245,0,1,normal
tcp,6415,443,0,101,attack
tcp,405,407,0,16,normal
udp,300,360,0,7,normal
udp,5923,435,0,111,attack
tcp,1062,405,0,79,attack
udp,265,356,0,25,normal
udp,505,338,0,11,normal
udp,533,389,0,12,normal
tcp,56,188,0,10,normal
tcp,132,190,0,132,attack
udp,144,292,0,1,normal
tcp,1671,668,0,43,attack
tcp,1710,487,0,45,attack
tcp,554,482,0,25,normal
udp,1551,741,0,41,attack
tcp,302,698,0,19,normal
udp,165,151,0,118,attack
udp,528,390,0,28,normal
tcp,2434,431,0,40,attack
tcp,3613,177,0,98,attack
udp,86,166,0,190,attack
tcp,548,203,0,11,normal
tcp,532,442,0,17,normal
tcp,470,528,0,26,normal
tcp,204,216,0,6,normal
udp,70,112,0,8,normal
tcp,416,360,0,24,normal
udp,4388,496,0,110,attack
udp,7174,297,0,137,attack
udp,7581,415,0,98,attack
udp,1821,406,0,77,attack
udp,920,308,0,30,attack
udp,5995,246,0,84,attack
udp,1651,778,0,56,attack
tcp,167,63,0,129,attack
udp,115,153,0,174,attack
tcp,299,129,0,2,normal
tcp,109,185,0,139,attack
tcp,7149,368,0,81,attack
udp,131,126,0,200,attack
udp,2890,726,0,62,attack
tcp,480,292,0,15,normal
tcp,367,487,0,14,normal
udp,287,617,0,28,normal
tcp,112,367,0,3,normal
udp,133,162,0,155,attack
tcp,675,341,0,19,normal
tcp,107,291,0,3,normal
udp,194,66,0,124,attack
tcp,7232,215,0,98,attack
udp,99,67,0,181,attack
udp,135,160,0,157,attack
udp,200,179,0,115,attack
tcp,165,164,0,156,attack
tcp,116,91,0,8,normal
tcp,340,209,0,29,normal
tcp,2315,581,0,33,attack
udp,2673,564,0,69,attack
udp,74,122,0,127,attack
udp,1145,700,0,54,attack
udp,1725,505,0,33,attack
tcp,5916,248,0,111,attack
udp,1298,323,0,76,attack
tcp,132,84,0,125,attack
udp,121,147,0,126,attack
tcp,1185,258,0,36,attack
tcp,91,263,0,9,normal
tcp,230,350,0,24,normal
udp,546,542,0,12,normal
tcp,244,220,0,9,normal
tcp,1483,264,0,65,attack
udp,1996,303,0,50,attack
udp,237,335,0,8,normal
tcp,930,222,0,47,attack
tcp,180,137,0,2,normal
udp,85,292,0,7,normal
tcp,55,131,0,180,attack
tcp,153,128,0,108,attack
udp,173,107,0,154,attack
udp,256,50,0,1,normal
udp,132,285,0,9,normal
tcp,245,344,0,4,normal
udp,428,480,0,19,normal
udp,976,320,0,45,attack
tcp,542,691,0,19,normal
udp,205,227,0,26,normal
udp,332,356,0,26,normal
udp,1906,335,0,61,attack
tcp,6104,189,0,100,attack
tcp,2574,445,0,52,attack
tcp,158,178,0,132,attack
tcp,3018,316,0,132,attack
udp,124,164,0,176,attack
udp,182,117,0,197,attack
tcp,2234,532,0,39,attack
udp,438,392,0,12,normal
tcp,1081,311,0,50,attack
udp,1459,223,0,76,attack
udp,52,199,0,5,normal
udp,221,272,0,8,normal
tcp,200,99,0,198,attack
tcp,190,288,0,10,normal
udp,194,58,0,2,normal
udp,414,700,0,14,normal
udp,107,126,0,149,attack
udp,72,44,0,10,normal
tcp,7331,375,0,86,attack
tcp,383,225,0,30,normal
tcp,73,313,0,9,normal
tcp,3735,460,0,99,attack
udp,4797,398,0,82,attack
udp,190,278,0,1,normal
tcp,234,43,0,7,normal
udp,297,614,0,17,normal
tcp,71,294,0,1,normal
udp,122,320,0,8,normal
udp,99,176,0,4,normal
tcp,1402,570,0,71,attack
udp,103,326,0,6,normal
udp,379,314,0,14,normal
udp,250,173,0,6,normal
udp,1622,397,0,58,attack
udp,226,202,0,1,normal
udp,191,187,0,152,attack
tcp,7500,276,0,99,attack
udp,174,180,0,3,normal
tcp,1380,376,0,46,attack
udp,2460,248,0,48,attack
udp,3809,468,0,83,attack
tcp,2803,550,0,40,attack
tcp,197,183,0,3,normal
udp,269,228,0,13,normal
udp,91,95,0,138,attack
udp,184,67,0,190,attack
udp,2376,454,0,35,attack
tcp,661,219,0,22,normal
tcp,1981,795,0,54,attack
tcp,176,100,0,178,attack
tcp,2313,471,0,74,attack
tcp,575,420,0,28,normal
udp,254,203,0,7,normal
tcp,3444,212,0,97,attack
udp,4099,376,0,83,attack
tcp,1638,560,0,78,attack
udp,77,341,0,8,normal
tcp,682,611,0,21,normal
tcp,2299,471,0,38,attack
udp,7476,415,0,97,attack
udp,252,43,0,7,normal
tcp,368,313,0,20,normal
udp,190,150,0,8,normal
tcp,99,190,0,137,attack
udp,190,203,0,4,normal
tcp,174,163,0,8,normal
tcp,5890,363,0,108,attack
udp,289,83,0,10,normal
tcp,1715,495,0,38,attack
udp,2676,412,0,73,attack
udp,122,107,0,132,attack
tcp,2410,537,0,73,attack
udp,677,696,0,30,normal
udp,479,654,0,14,normal
udp,68,107,0,110,attack
tcp,6785,328,0,139,attack
tcp,264,72,0,9,normal
udp,427,439,0,14,normal
udp,54,106,0,170,attack
udp,217,74,0,7,normal
udp,293,325,0,4,normal
tcp,82,151,0,198,attack
tcp,246,447,0,23,normal
udp,59,232,0,9,normal
udp,1316,245,0,37,attack
udp,223,497,0,20,normal
tcp,165,200,0,7,normal
udp,64,180,0,146,attack
udp,288,597,0,26,normal
udp,1790,526,0,32,attack
udp,129,61,0,174,attack
udp,218,381,0,14,normal
tcp,7146,219,0,140,attack
tcp,323,606,0,24,normal
tcp,2612,695,0,68,attack
tcp,612,605,0,29,normal
udp,276,87,0,9,normal
udp,1629,295,0,43,attack
udp,152,120,0,146,attack
tcp,7723,477,0,137,attack
udp,320,287,0,11,normal
tcp,535,338,0,13,normal
tcp,1998,323,0,48,attack
udp,79,56,0,106,attack
tcp,92,57,0,10,normal
udp,155,189,0,167,attack
udp,192,327,0,4,normal
tcp,2434,605,0,73,attack
tcp,3790,263,0,94,attack
tcp,480,488,0,18,normal
tcp,100,120,0,118,attack
udp,1935,717,0,30,attack
udp,2024,355,0,72,attack
udp,3050,124,0,96,attack
udp,458,616,0,27,normal
udp,266,343,0,11,normal
udp,7899,459,0,106,attack
udp,541,383,0,18,normal
tcp,152,185,0,116,attack
tcp,2670,466,0,49,attack
udp,547,504,0,13,normal
tcp,177,197,0,5,normal
udp,674,629,0,11,normal
tcp,290,193,0,2,normal
tcp,684,411,0,13,normal
udp,670,232,0,19,normal
udp,444,699,0,18,normal
udp,219,58,0,8,normal
tcp,1224,322,0,59,attack
udp,137,118,0,135,attack
tcp,7647,197,0,119,attack
udp,7953,322,0,87,attack
udp,3088,192,0,88,attack
udp,264,372,0,15,normal
tcp,6202,188,0,137,attack
tcp,116,157,0,5,normal
tcp,152,154,0,156,attack
tcp,74,73,0,7,normal
tcp,5139,194,0,86,attack
tcp,2825,776,0,73,attack
udp,96,147,0,178,attack
udp,6689,168,0,114,attack
udp,309,609,0,13,normal
udp,656,697,0,20,normal
udp,5829,346,0,86,attack
tcp,6044,106,0,149,attack
tcp,145,124,0,7,normal
tcp,206,281,0,6,normal
udp,487,509,0,25,normal
udp,57,135,0,118,attack
tcp,46,63,0,2,normal
tcp,479,638,0,20,normal
tcp,2723,529,0,33,attack
udp,237,247,0,6,normal
udp,40,178,0,2,normal
udp,69,67,0,132,attack
tcp,57,250,0,4,normal
tcp,264,693,0,30,normal
tcp,7084,376,0,148,attack
tcp,1564,462,0,77,attack
tcp,2862,719,0,41,attack
udp,3426,232,0,149,attack
tcp,115,111,0,180,attack
udp,168,89,0,7,normal
tcp,2992,270,0,75,attack
tcp,246,153,0,2,normal
udp,1306,304,0,78,attack
udp,7583,323,0,137,attack
tcp,273,683,0,20,normal
tcp,68,298,0,3,normal
tcp,652,359,0,16,normal
tcp,2877,585,0,44,attack
udp,280,268,0,24,normal
tcp,150,177,0,3,normal
tcp,170,207,0,4,normal
tcp,191,60,0,184,attack
tcp,2549,549,0,73,attack
udp,3657,103,0,84,attack
tcp,108,119,0,166,attack
tcp,579,398,0,23,normal
udp,287,590,0,26,normal
udp,1194,469,0,49,attack
tcp,527,442,0,14,normal
udp,2101,249,0,78,attack
udp,165,81,0,8,normal
tcp,2535,693,0,41,attack
udp,377,486,0,30,normal
tcp,200,200,0,161,attack
udp,1504,689,0,73,attack
udp,249,205,0,10,normal
udp,3815,455,0,137,attack
tcp,4965,399,0,117,attack
tcp,160,152,0,118,attack
udp,2743,527,0,67,attack
udp,54,320,0,5,normal
tcp,500,426,0,29,normal
udp,281,176,0,9,normal
tcp,141,156,0,137,attack
tcp,157,124,0,122,attack
tcp,3361,160,0,118,attack
tcp,180,168,0,163,attack
udp,2855,360,0,34,attack
tcp,154,144,0,161,attack
udp,6158,144,0,108,attack
udp,4627,314,0,141,attack
